"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 23 15:33:51 UTC 2026","Thu Jul 23 15:34:13 UTC 2026","21371","","Monitoramento Mobile","1001 Login","","","Deve realizar o login com sucesso",""
"passed","Thu Jul 23 15:34:13 UTC 2026","Thu Jul 23 15:34:31 UTC 2026","18470","","Monitoramento Mobile","Catarinense Login","","","Deve realizar o login com sucesso",""
"passed","Thu Jul 23 15:33:28 UTC 2026","Thu Jul 23 15:33:51 UTC 2026","23658","","Monitoramento Mobile","Wemobi Login","","","Deve realizar o login com sucesso",""
"passed","Thu Jul 23 15:34:31 UTC 2026","Thu Jul 23 15:35:19 UTC 2026","48190","","Monitoramento Mobile","Cometa Login","","","Deve realizar o login com sucesso",""
