"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 21 17:21:06 UTC 2026","Tue Jul 21 17:21:44 UTC 2026","37876","","Monitoramento Mobile","1001 Checkout","","","Deve realizar o fluxo até o checkout de pagamento",""
"failed","Tue Jul 21 17:20:11 UTC 2026","Tue Jul 21 17:21:06 UTC 2026","55447","","Monitoramento Mobile","Cometa Checkout","","","Deve realizar o fluxo até o checkout de pagamento",""
